base_pwsid,resolved_pwsid,system_name,display_name,county,monitoring_end_date,year,lead_90th_ppb,above_action_level,lines_replaced,inventory_year,inventory_lead,inventory_gpcl,inventory_unknown,total_to_identify_or_replace,inventory_complete_flag
MI0004040,MI0004040,MANISTIQUE,MANISTIQUE,SCHOOLCRAFT,2021-12-31,2021,1.0,False,12.0,2025.0,,,,,
MI0004040,MI0004040,MANISTIQUE,MANISTIQUE,SCHOOLCRAFT,2022-12-31,2022,2.0,False,4.0,2025.0,,,,,
MI0004040,MI0004040,MANISTIQUE,MANISTIQUE,SCHOOLCRAFT,2023-12-31,2023,1.0,False,6.0,2025.0,,,,,
MI0004040,MI0004040,MANISTIQUE,MANISTIQUE,SCHOOLCRAFT,2024-12-31,2024,2.0,False,7.0,2025.0,,,,,
MI0004040,MI0004040,MANISTIQUE,MANISTIQUE,SCHOOLCRAFT,2025-12-31,2025,0.0,False,,2025.0,0.0,81.0,685.0,766.0,True
MI0004042,MI0004042,MANITOU LAKE APARTMENTS,MANITOU LAKE APARTMENTS,OAKLAND,2017-06-30,2017,2.0,False,,2025.0,,,,,
MI0004042,MI0004042,MANITOU LAKE APARTMENTS,MANITOU LAKE APARTMENTS,OAKLAND,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0004042,MI0004042,MANITOU LAKE APARTMENTS,MANITOU LAKE APARTMENTS,OAKLAND,2023-12-31,2023,0.0,False,,2025.0,,,,,
MI0004045,MI0004045,COUNTRY EDEN  L.L.C.,COUNTRY EDEN  L.L.C.,GRAND TRAVERSE,2016-12-31,2016,1.0,False,,2025.0,,,,,
MI0004045,MI0004045,COUNTRY EDEN  L.L.C.,COUNTRY EDEN  L.L.C.,GRAND TRAVERSE,2019-12-31,2019,3.0,False,,2025.0,,,,,
MI0004045,MI0004045,COUNTRY EDEN  L.L.C.,COUNTRY EDEN  L.L.C.,GRAND TRAVERSE,2022-12-31,2022,0.0,False,,2025.0,,,,,
MI0004045,MI0004045,COUNTRY EDEN  L.L.C.,COUNTRY EDEN  L.L.C.,GRAND TRAVERSE,2025-12-31,2025,2.0,False,,2025.0,0.0,0.0,0.0,0.0,True
MI0004050,MI0004050,"MANTON, CITY OF","MANTON, CITY OF",WEXFORD,2018-12-31,2018,6.0,False,,2025.0,,,,,
MI0004050,MI0004050,"MANTON, CITY OF","MANTON, CITY OF",WEXFORD,2021-12-31,2021,3.0,False,,2025.0,,,,,
MI0004050,MI0004050,"MANTON, CITY OF","MANTON, CITY OF",WEXFORD,2024-12-31,2024,3.0,False,3.0,2025.0,,,,,
MI0004053,MI0004053,MAPLE GROVE APARTMENTS,MAPLE GROVE APARTMENTS,ROSCOMMON,2018-12-31,2018,4.0,False,,2025.0,,,,,
MI0004053,MI0004053,MAPLE GROVE APARTMENTS,MAPLE GROVE APARTMENTS,ROSCOMMON,2021-12-31,2021,0.0,False,,2025.0,,,,,
MI0004053,MI0004053,MAPLE GROVE APARTMENTS,MAPLE GROVE APARTMENTS,ROSCOMMON,2024-12-31,2024,0.0,False,,2025.0,,,,,
MI0004060,MI0004060,"MAPLE RAPIDS, VILLAGE OF","MAPLE RAPIDS, VILLAGE OF",CLINTON,2018-12-31,2018,1.0,False,,2025.0,,,,,
MI0004060,MI0004060,"MAPLE RAPIDS, VILLAGE OF","MAPLE RAPIDS, VILLAGE OF",CLINTON,2022-12-31,2022,4.0,False,,2025.0,,,,,
MI0004060,MI0004060,"MAPLE RAPIDS, VILLAGE OF","MAPLE RAPIDS, VILLAGE OF",CLINTON,2024-12-31,2024,1.0,False,,2025.0,,,,,
MI0004063,MI0004063,MAPLE RIDGE TOWNSHIP,MAPLE RIDGE TOWNSHIP,DELTA,2018-12-31,2018,2.0,False,,2025.0,,,,,
MI0004063,MI0004063,MAPLE RIDGE TOWNSHIP,MAPLE RIDGE TOWNSHIP,DELTA,2021-12-31,2021,2.0,False,,2025.0,,,,,
MI0004063,MI0004063,MAPLE RIDGE TOWNSHIP,MAPLE RIDGE TOWNSHIP,DELTA,2024-12-31,2024,1.0,False,,2025.0,,,,,
MI0004069,MI0004069,MAPLEWOOD RIDGE CONDOMINIUMS,MAPLEWOOD RIDGE CONDOMINIUMS,ANTRIM,2016-12-31,2016,0.0,False,,2025.0,,,,,
MI0004069,MI0004069,MAPLEWOOD RIDGE CONDOMINIUMS,MAPLEWOOD RIDGE CONDOMINIUMS,ANTRIM,2019-12-31,2019,9.0,False,,2025.0,,,,,
MI0004069,MI0004069,MAPLEWOOD RIDGE CONDOMINIUMS,MAPLEWOOD RIDGE CONDOMINIUMS,ANTRIM,2022-12-31,2022,0.0,False,,2025.0,,,,,
MI0004069,MI0004069,MAPLEWOOD RIDGE CONDOMINIUMS,MAPLEWOOD RIDGE CONDOMINIUMS,ANTRIM,2025-12-31,2025,0.0,False,,2025.0,0.0,0.0,0.0,0.0,True
MI0004070,MI0004070,MARCELLUS,MARCELLUS,CASS,2018-12-31,2018,3.0,False,,2025.0,,,,,
MI0004070,MI0004070,MARCELLUS,MARCELLUS,CASS,2019-12-31,2019,2.0,False,,2025.0,,,,,
MI0004070,MI0004070,MARCELLUS,MARCELLUS,CASS,2020-12-31,2020,1.0,False,,2025.0,,,,,
MI0004070,MI0004070,MARCELLUS,MARCELLUS,CASS,2021-12-31,2021,2.0,False,,2025.0,,,,,
MI0004070,MI0004070,MARCELLUS,MARCELLUS,CASS,2022-12-31,2022,4.0,False,,2025.0,,,,,
MI0004070,MI0004070,MARCELLUS,MARCELLUS,CASS,2023-12-31,2023,4.0,False,126.0,2025.0,,,,,
MI0004070,MI0004070,MARCELLUS,MARCELLUS,CASS,2024-12-31,2024,4.0,False,223.0,2025.0,,,,,
MI0004070,MI0004070,MARCELLUS,MARCELLUS,CASS,2025-12-31,2025,1.0,False,,2025.0,0.0,0.0,0.0,0.0,True
MI0004080,MI0004080,MARENISCO TOWNSHIP,MARENISCO TOWNSHIP,GOGEBIC,2018-12-31,2018,2.0,False,,2025.0,,,,,
MI0004080,MI0004080,MARENISCO TOWNSHIP,MARENISCO TOWNSHIP,GOGEBIC,2021-12-31,2021,3.0,False,,2025.0,,,,,
MI0004080,MI0004080,MARENISCO TOWNSHIP,MARENISCO TOWNSHIP,GOGEBIC,2024-12-31,2024,4.0,False,,2025.0,,,,,
MI0004090,MI0004090,MARINE CITY,MARINE CITY,ST CLAIR,2017-12-31,2017,6.0,False,,2025.0,,,,,
MI0004090,MI0004090,MARINE CITY,MARINE CITY,ST CLAIR,2020-12-31,2020,6.0,False,,2025.0,,,,,
MI0004090,MI0004090,MARINE CITY,MARINE CITY,ST. CLAIR,2023-12-31,2023,2.0,False,,2025.0,,,,,
MI0004095,MI0004095,RIVERFRONT CONDOS OF NILES,RIVERFRONT CONDOS OF NILES,BERRIEN,2018-12-31,2018,14.0,True,,2025.0,,,,,
MI0004095,MI0004095,RIVERFRONT CONDOS OF NILES,RIVERFRONT CONDOS OF NILES,BERRIEN,2019-12-31,2019,3.0,False,,2025.0,,,,,
MI0004095,MI0004095,RIVERFRONT CONDOS OF NILES,RIVERFRONT CONDOS OF NILES,BERRIEN,2021-12-31,2021,1.0,False,,2025.0,,,,,
MI0004095,MI0004095,RIVERFRONT CONDOS OF NILES,RIVERFRONT CONDOS OF NILES,BERRIEN,2021-12-31,2021,1.0,False,,2025.0,,,,,
MI0004095,MI0004095,RIVERFRONT CONDOS OF NILES,RIVERFRONT CONDOS OF NILES,BERRIEN,2025-12-31,2025,2.0,False,,2025.0,0.0,0.0,0.0,0.0,True
MI0004098,MI0004098,MHOG SEWER & WATER AUTHORITY,MHOG SEWER & WATER AUTHORITY,LIVINGSTON,2018-12-31,2018,1.0,False,,2025.0,,,,,
MI0004098,MI0004098,MHOG SEWER & WATER AUTHORITY,MHOG SEWER & WATER AUTHORITY,LIVINGSTON,2021-12-31,2021,1.0,False,,2025.0,,,,,
MI0004098,MI0004098,MHOG SEWER & WATER AUTHORITY,MHOG SEWER & WATER AUTHORITY,LIVINGSTON,2024-12-31,2024,1.0,False,,2025.0,,,,,
MI0004100,MI0004100,"MARION, VILLAGE OF","MARION, VILLAGE OF",OSCEOLA,2016-12-31,2016,0.0,False,,2025.0,,,,,
MI0004100,MI0004100,"MARION, VILLAGE OF","MARION, VILLAGE OF",OSCEOLA,2019-12-31,2019,0.0,False,,2025.0,,,,,
MI0004100,MI0004100,"MARION, VILLAGE OF","MARION, VILLAGE OF",OSCEOLA,2022-12-31,2022,0.0,False,,2025.0,,,,,
MI0004100,MI0004100,"MARION, VILLAGE OF","MARION, VILLAGE OF",OSCEOLA,2022-12-31,2022,0.0,False,,2025.0,,,,,
MI0004100,MI0004100,"MARION, VILLAGE OF","MARION, VILLAGE OF",OSCEOLA,2025-12-31,2025,0.0,False,,2025.0,4.0,26.0,0.0,30.0,True
MI0004110,MI0004110,"MARLETTE, CITY OF","MARLETTE, CITY OF",SANILAC,2018-12-31,2018,3.0,False,,2025.0,,,,,
MI0004110,MI0004110,"MARLETTE, CITY OF","MARLETTE, CITY OF",SANILAC,2021-12-31,2021,9.0,False,5.0,2025.0,,,,,
MI0004110,MI0004110,"MARLETTE, CITY OF","MARLETTE, CITY OF",SANILAC,2024-12-31,2024,2.0,False,,2025.0,,,,,
MI0004120,MI0004120,MARQUETTE,MARQUETTE,MARQUETTE,2017-12-31,2017,11.0,False,,2025.0,,,,,
MI0004120,MI0004120,MARQUETTE,MARQUETTE,MARQUETTE,2019-12-31,2019,11.0,False,,2025.0,,,,,
MI0004120,MI0004120,MARQUETTE,MARQUETTE,MARQUETTE,2020-12-31,2020,5.0,False,,2025.0,,,,,
MI0004120,MI0004120,MARQUETTE,MARQUETTE,MARQUETTE,2021-12-31,2021,7.0,False,106.0,2025.0,,,,,
MI0004120,MI0004120,MARQUETTE,MARQUETTE,MARQUETTE,2022-12-31,2022,6.0,False,,2025.0,,,,,
MI0004120,MI0004120,MARQUETTE,MARQUETTE,MARQUETTE,2023-12-31,2023,4.0,False,,2025.0,,,,,
MI0004120,MI0004120,MARQUETTE,MARQUETTE,MARQUETTE,2024-12-31,2024,2.0,False,,2025.0,,,,,
MI0004120,MI0004120,MARQUETTE,MARQUETTE,MARQUETTE,2025-12-31,2025,19.0,True,,2025.0,0.0,0.0,543.0,543.0,True
MI0004140,MI0004140-a,MARQUETTE TOWNSHIP,MARQUETTE TOWNSHIP,MARQUETTE,2018-12-31,2018,2.0,False,,2025.0,,,,,
MI0004140,MI0004140-a,MARQUETTE TOWNSHIP,MARQUETTE TOWNSHIP,MARQUETTE,2019-12-31,2019,1.0,False,,2025.0,,,,,
MI0004140,MI0004140-d,MARQUETTE TOWNSHIP (MARQUETTE),MARQUETTE TOWNSHIP (MARQUETTE),MARQUETTE,2019-12-31,2019,1.0,False,,2025.0,,,,,
MI0004140,MI0004140-e,MARQUETTE TOWNSHIP (WELLS),MARQUETTE TOWNSHIP (WELLS),MARQUETTE,2019-12-31,2019,1.0,False,,2025.0,,,,,
MI0004140,MI0004140-a,MARQUETTE TOWNSHIP,MARQUETTE TOWNSHIP,MARQUETTE,2020-12-31,2020,1.0,False,,2025.0,,,,,
MI0004140,MI0004140-d,MARQUETTE TOWNSHIP (MARQUETTE),MARQUETTE TOWNSHIP (MARQUETTE),MARQUETTE,2021-12-31,2021,3.0,False,,2025.0,,,,,
MI0004140,MI0004140-e,MARQUETTE TOWNSHIP (WELLS),MARQUETTE TOWNSHIP (WELLS),MARQUETTE,2021-12-31,2021,2.0,False,,2025.0,,,,,
MI0004140,MI0004140-d,MARQUETTE TOWNSHIP (MARQUETTE),MARQUETTE TOWNSHIP (MARQUETTE),MARQUETTE,2022-12-31,2022,1.0,False,,2025.0,,,,,
MI0004140,MI0004140-d,MARQUETTE TOWNSHIP (MARQUETTE),MARQUETTE TOWNSHIP (MARQUETTE),MARQUETTE,2023-12-31,2023,1.0,False,,2025.0,,,,,
MI0004140,MI0004140-b,MARQUETTE TOWNSHIP (DIST),MARQUETTE TOWNSHIP (DIST),MARQUETTE,2024-12-31,2024,1.0,False,,2025.0,,,,,
MI0004140,MI0004140-c,MARQUETTE TOWNSHIP (DIST2),MARQUETTE TOWNSHIP (DIST2),MARQUETTE,2024-12-31,2024,1.0,False,,2025.0,,,,,
MI0004140,MI0004140-g,MARQUETTE TOWNSHIP (DS002),MARQUETTE TOWNSHIP (DS002),MARQUETTE,2024-12-31,2024,1.0,False,,2025.0,,,,,
MI0004140,MI0004140-f,MARQUETTE TOWNSHIP (DS001),MARQUETTE TOWNSHIP,MARQUETTE,2025-12-31,2025,1.0,False,,2025.0,0.0,0.0,,,False
MI0004150,MI0004150,MARSHALL,MARSHALL,CALHOUN,2018-12-31,2018,2.0,False,,2025.0,,,,,
MI0004150,MI0004150,MARSHALL,MARSHALL,CALHOUN,2019-12-31,2019,4.0,False,,2025.0,,,,,
MI0004150,MI0004150,MARSHALL,MARSHALL,CALHOUN,2020-12-31,2020,2.0,False,,2025.0,,,,,
MI0004150,MI0004150,MARSHALL,MARSHALL,CALHOUN,2021-12-31,2021,2.0,False,6.0,2025.0,,,,,
MI0004150,MI0004150,MARSHALL,MARSHALL,CALHOUN,2022-12-31,2022,1.0,False,25.0,2025.0,,,,,
MI0004150,MI0004150,MARSHALL,MARSHALL,CALHOUN,2023-12-31,2023,1.0,False,4.0,2025.0,,,,,
MI0004150,MI0004150,MARSHALL,MARSHALL,CALHOUN,2024-12-31,2024,2.0,False,1.0,2025.0,,,,,
MI0004150,MI0004150-a,MARSHALL (DS001),MARSHALL,CALHOUN,2025-12-31,2025,9.0,False,,2025.0,53.0,30.0,177.0,260.0,True
MI0004152,MI0004152,MATHIAS TOWNSHIP,MATHIAS TOWNSHIP,ALGER,2017-12-31,2017,2.0,False,,2025.0,,,,,
MI0004152,MI0004152,MATHIAS TOWNSHIP,MATHIAS TOWNSHIP,ALGER,2020-12-31,2020,1.0,False,,2025.0,,,,,
MI0004152,MI0004152,MATHIAS TOWNSHIP,MATHIAS TOWNSHIP,ALGER,2023-12-31,2023,2.0,False,,2025.0,,,,,
MI0004155,MI0004155,MARTIN,MARTIN,ALLEGAN,2018-12-31,2018,2.0,False,,2025.0,,,,,
MI0004155,MI0004155,MARTIN,MARTIN,ALLEGAN,2019-12-31,2019,2.0,False,,2025.0,,,,,
MI0004155,MI0004155,MARTIN,MARTIN,ALLEGAN,2021-12-31,2021,1.0,False,,2025.0,,,,,
MI0004155,MI0004155,MARTIN,MARTIN,ALLEGAN,2024-12-31,2024,0.0,False,,2025.0,,,,,
MI0004158,MI0004158,MARY'S CITY OF DAVID,MARY'S CITY OF DAVID,BERRIEN,2017-12-31,2017,3.0,False,,,,,,,
MI0004158,MI0004158,MARY'S CITY OF DAVID,MARY'S CITY OF DAVID,BERRIEN,2020-12-31,2020,6.0,False,,,,,,,
MI0004158,MI0004158,MARY'S CITY OF DAVID,MARY'S CITY OF DAVID,BERRIEN,2023-12-31,2023,2.0,False,,,,,,,
MI0004160,MI0004160,"MARYSVILLE, CITY OF","MARYSVILLE, CITY OF",ST CLAIR,2017-12-31,2017,6.0,False,,2025.0,,,,,
MI0004160,MI0004160,"MARYSVILLE, CITY OF","MARYSVILLE, CITY OF",ST CLAIR,2020-12-31,2020,10.0,False,,2025.0,,,,,
MI0004160,MI0004160,"MARYSVILLE, CITY OF","MARYSVILLE, CITY OF",ST. CLAIR,2023-12-31,2023,6.0,False,4.0,2025.0,,,,,
MI0004170,MI0004170,"MASON, CITY OF","MASON, CITY OF",INGHAM,2016-12-31,2016,2.0,False,,2025.0,,,,,
MI0004170,MI0004170,"MASON, CITY OF","MASON, CITY OF",INGHAM,2019-12-31,2019,3.0,False,,2025.0,,,,,
MI0004170,MI0004170,"MASON, CITY OF","MASON, CITY OF",INGHAM,2020-06-30,2020,1.0,False,,2025.0,,,,,
MI0004170,MI0004170,"MASON, CITY OF","MASON, CITY OF",INGHAM,2020-12-31,2020,2.0,False,,2025.0,,,,,
MI0004170,MI0004170,"MASON, CITY OF","MASON, CITY OF",INGHAM,2021-12-31,2021,3.0,False,5.0,2025.0,,,,,
MI0004170,MI0004170,"MASON, CITY OF","MASON, CITY OF",INGHAM,2022-12-31,2022,3.0,False,27.0,2025.0,,,,,
MI0004170,MI0004170,"MASON, CITY OF","MASON, CITY OF",INGHAM,2023-12-31,2023,2.0,False,13.0,2025.0,,,,,
MI0004170,MI0004170,"MASON, CITY OF","MASON, CITY OF",INGHAM,2024-12-31,2024,1.0,False,28.0,2025.0,,,,,
MI0004170,MI0004170,"MASON, CITY OF","MASON, CITY OF",INGHAM,2025-12-31,2025,2.0,False,,2025.0,415.0,0.0,0.0,415.0,True
MI0004173,MI0004173,MASONVILLE TOWNSHIP,MASONVILLE TOWNSHIP,DELTA,2016-12-31,2016,3.0,False,,2025.0,,,,,
MI0004173,MI0004173,MASONVILLE TOWNSHIP,MASONVILLE TOWNSHIP,DELTA,2019-12-31,2019,14.0,True,,2025.0,,,,,
MI0004173,MI0004173,MASONVILLE TOWNSHIP,MASONVILLE TOWNSHIP,DELTA,2022-12-31,2022,3.0,False,,2025.0,,,,,
MI0004173,MI0004173-a,RAPID RIVER HOUSING COMMISSION,MASONVILLE TOWNSHIP,DELTA,2025-12-31,2025,0.0,False,,2025.0,0.0,0.0,0.0,0.0,True
MI0004177,MI0004177,MATTAWAN,MATTAWAN,VAN BUREN,2018-12-31,2018,2.0,False,,2025.0,,,,,
MI0004177,MI0004177,MATTAWAN,MATTAWAN,VAN BUREN,2021-12-31,2021,1.0,False,,2025.0,,,,,
MI0004177,MI0004177,MATTAWAN,MATTAWAN,VAN BUREN,2024-12-31,2024,2.0,False,,2025.0,,,,,
MI0004177,MI0004177,MATTAWAN,MATTAWAN,VAN BUREN,2024-12-31,2024,2.0,False,,2025.0,,,,,
MI0004180,MI0004180,"MAYVILLE, VILLAGE OF","MAYVILLE, VILLAGE OF",TUSCOLA,2018-12-31,2018,4.0,False,,2025.0,,,,,
MI0004180,MI0004180,"MAYVILLE, VILLAGE OF","MAYVILLE, VILLAGE OF",TUSCOLA,2021-12-31,2021,1.0,False,9.0,2025.0,,,,,
MI0004180,MI0004180,"MAYVILLE, VILLAGE OF","MAYVILLE, VILLAGE OF",TUSCOLA,2024-12-31,2024,0.0,False,,2025.0,,,,,
MI0004190,MI0004190,"MCBAIN, CITY OF","MCBAIN, CITY OF",MISSAUKEE,2018-12-31,2018,7.0,False,,2025.0,,,,,
MI0004190,MI0004190,"MCBAIN, CITY OF","MCBAIN, CITY OF",MISSAUKEE,2019-12-31,2019,7.0,False,,2025.0,,,,,
MI0004190,MI0004190,"MCBAIN, CITY OF","MCBAIN, CITY OF",MISSAUKEE,2020-12-31,2020,9.0,False,,2025.0,,,,,
MI0004190,MI0004190,"MCBAIN, CITY OF","MCBAIN, CITY OF",MISSAUKEE,2021-12-31,2021,4.0,False,66.0,2025.0,,,,,
MI0004190,MI0004190,"MCBAIN, CITY OF","MCBAIN, CITY OF",MISSAUKEE,2022-12-31,2022,0.0,False,60.0,2025.0,,,,,
MI0004190,MI0004190,"MCBAIN, CITY OF","MCBAIN, CITY OF",MISSAUKEE,2023-06-30,2023,1.0,False,,2025.0,,,,,
MI0004190,MI0004190,"MCBAIN, CITY OF","MCBAIN, CITY OF",MISSAUKEE,2023-12-31,2023,0.0,False,,2025.0,,,,,
MI0004190,MI0004190,"MCBAIN, CITY OF","MCBAIN, CITY OF",MISSAUKEE,2024-12-31,2024,0.0,False,,2025.0,,,,,
MI0004190,MI0004190,"MCBAIN, CITY OF","MCBAIN, CITY OF",MISSAUKEE,2025-12-31,2025,2.0,False,,2025.0,,0.0,0.0,,False
MI0004215,MI0004215,"MELROSE-CHANDLER WATER, LLC","MELROSE-CHANDLER WATER, LLC",CHARLEVOIX,2018-12-31,2018,25.0,True,,2025.0,,,,,
MI0004215,MI0004215,"MELROSE-CHANDLER WATER, LLC","MELROSE-CHANDLER WATER, LLC",CHARLEVOIX,2019-06-30,2019,0.0,False,,2025.0,,,,,
MI0004215,MI0004215,"MELROSE-CHANDLER WATER, LLC","MELROSE-CHANDLER WATER, LLC",CHARLEVOIX,2019-12-31,2019,0.0,False,,2025.0,,,,,
MI0004215,MI0004215,"MELROSE-CHANDLER WATER, LLC","MELROSE-CHANDLER WATER, LLC",CHARLEVOIX,2022-12-31,2022,0.0,False,,2025.0,,,,,
MI0004215,MI0004215,"MELROSE-CHANDLER WATER, LLC","MELROSE-CHANDLER WATER, LLC",CHARLEVOIX,2025-12-31,2025,0.0,False,,2025.0,0.0,0.0,0.0,0.0,True
MI0004220,MI0004220,MELVINDALE,MELVINDALE,WAYNE,2017-12-31,2017,3.0,False,,2025.0,,,,,
MI0004220,MI0004220,MELVINDALE,MELVINDALE,WAYNE,2019-09-30,2019,370.0,True,,2025.0,,,,,
MI0004220,MI0004220,MELVINDALE,MELVINDALE,WAYNE,2019-12-31,2019,370.0,True,,2025.0,,,,,
MI0004220,MI0004220,MELVINDALE,MELVINDALE,WAYNE,2020-06-30,2020,3.0,False,,2025.0,,,,,
MI0004220,MI0004220,MELVINDALE,MELVINDALE,WAYNE,2020-12-31,2020,5.0,False,,2025.0,,,,,
MI0004220,MI0004220,MELVINDALE,MELVINDALE,WAYNE,2021-12-31,2021,5.0,False,53.0,2025.0,,,,,
MI0004220,MI0004220,MELVINDALE,MELVINDALE,WAYNE,2022-12-31,2022,3.0,False,244.0,2025.0,,,,,
MI0004220,MI0004220,MELVINDALE,MELVINDALE,WAYNE,2023-12-31,2023,2.0,False,407.0,2025.0,,,,,
MI0004220,MI0004220,MELVINDALE,MELVINDALE,WAYNE,2024-12-31,2024,4.0,False,39.0,2025.0,,,,,
MI0004220,MI0004220,MELVINDALE,MELVINDALE,WAYNE,2025-12-31,2025,1.0,False,,2025.0,8.0,1.0,2750.0,2759.0,True
MI0004230,MI0004230,"MEMPHIS, CITY OF","MEMPHIS, CITY OF",ST CLAIR,2016-12-31,2016,4.0,False,,2025.0,,,,,
MI0004230,MI0004230,"MEMPHIS, CITY OF","MEMPHIS, CITY OF",ST CLAIR,2019-12-31,2019,3.0,False,,2025.0,,,,,
MI0004230,MI0004230,"MEMPHIS, CITY OF","MEMPHIS, CITY OF",ST. CLAIR,2022-12-31,2022,2.0,False,,2025.0,,,,,
MI0004230,MI0004230,"MEMPHIS, CITY OF","MEMPHIS, CITY OF",ST. CLAIR,2022-12-31,2022,2.0,False,,2025.0,,,,,
MI0004230,MI0004230,"MEMPHIS, CITY OF","MEMPHIS, CITY OF",ST. CLAIR,2025-12-31,2025,3.0,False,,2025.0,0.0,0.0,0.0,0.0,True
MI0004240,MI0004240,MENDON,MENDON,ST JOSEPH,2018-12-31,2018,1.0,False,,2025.0,,,,,
MI0004240,MI0004240,MENDON,MENDON,ST JOSEPH,2019-06-30,2019,2.0,False,,2025.0,,,,,
MI0004240,MI0004240,MENDON,MENDON,ST JOSEPH,2019-12-31,2019,1.0,False,,2025.0,,,,,
MI0004240,MI0004240,MENDON,MENDON,ST JOSEPH,2020-06-30,2020,0.0,False,,2025.0,,,,,
MI0004240,MI0004240,MENDON,MENDON,ST JOSEPH,2021-06-30,2021,1.0,False,,2025.0,,,,,
MI0004240,MI0004240,MENDON,MENDON,ST JOSEPH,2021-12-31,2021,1.0,False,,2025.0,,,,,
MI0004240,MI0004240,MENDON,MENDON,ST. JOSEPH,2022-06-30,2022,1.0,False,,2025.0,,,,,
MI0004240,MI0004240,MENDON,MENDON,ST. JOSEPH,2022-12-31,2022,2.0,False,,2025.0,,,,,
MI0004240,MI0004240,MENDON,MENDON,ST. JOSEPH,2023-06-30,2023,3.0,False,4.0,2025.0,,,,,
MI0004240,MI0004240,MENDON,MENDON,ST. JOSEPH,2023-12-31,2023,0.0,False,4.0,2025.0,,,,,
MI0004240,MI0004240,MENDON,MENDON,ST. JOSEPH,2024-06-30,2024,2.0,False,16.0,2025.0,,,,,
MI0004240,MI0004240,MENDON,MENDON,ST. JOSEPH,2024-12-31,2024,1.0,False,16.0,2025.0,,,,,
MI0004240,MI0004240,MENDON,MENDON,ST. JOSEPH,2025-12-31,2025,0.0,False,,2025.0,96.0,18.0,0.0,114.0,False
MI0004250,MI0004250,MENOMINEE,MENOMINEE,MENOMINEE,2016-12-31,2016,0.0,False,,2025.0,,,,,
MI0004250,MI0004250,MENOMINEE,MENOMINEE,MENOMINEE,2019-12-31,2019,1.0,False,,2025.0,,,,,
MI0004250,MI0004250,MENOMINEE,MENOMINEE,MENOMINEE,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0004250,MI0004250,MENOMINEE,MENOMINEE,MENOMINEE,2021-12-31,2021,1.0,False,35.0,2025.0,,,,,
MI0004250,MI0004250,MENOMINEE,MENOMINEE,MENOMINEE,2022-12-31,2022,1.0,False,73.0,2025.0,,,,,
MI0004250,MI0004250,MENOMINEE,MENOMINEE,MENOMINEE,2023-12-31,2023,1.0,False,89.0,2025.0,,,,,
MI0004250,MI0004250,MENOMINEE,MENOMINEE,MENOMINEE,2024-12-31,2024,1.0,False,74.0,2025.0,,,,,
MI0004250,MI0004250,MENOMINEE,MENOMINEE,MENOMINEE,2025-12-31,2025,1.0,False,,2025.0,190.0,470.0,200.0,860.0,True
MI0004260,MI0004260,MERIDIAN TOWNSHIP,MERIDIAN TOWNSHIP,INGHAM,2019-06-30,2019,0.0,False,,2025.0,,,,,
MI0004260,MI0004260,MERIDIAN TOWNSHIP,MERIDIAN TOWNSHIP,INGHAM,2019-12-31,2019,0.0,False,,2025.0,,,,,
MI0004260,MI0004260,MERIDIAN TOWNSHIP,MERIDIAN TOWNSHIP,INGHAM,2020-06-30,2020,1.0,False,,2025.0,,,,,
MI0004260,MI0004260,MERIDIAN TOWNSHIP,MERIDIAN TOWNSHIP,INGHAM,2021-12-31,2021,1.0,False,,2025.0,,,,,
MI0004260,MI0004260,MERIDIAN TOWNSHIP,MERIDIAN TOWNSHIP,INGHAM,2022-12-31,2022,0.0,False,,2025.0,,,,,
MI0004260,MI0004260,MERIDIAN TOWNSHIP,MERIDIAN TOWNSHIP,INGHAM,2023-12-31,2023,0.0,False,,2025.0,,,,,
MI0004260,MI0004260,MERIDIAN TOWNSHIP,MERIDIAN TOWNSHIP,INGHAM,2024-12-31,2024,1.0,False,,2025.0,,,,,
MI0004260,MI0004260,MERIDIAN TOWNSHIP,MERIDIAN TOWNSHIP,INGHAM,2025-12-31,2025,0.0,False,,2025.0,0.0,0.0,0.0,0.0,True
MI0004276,MI0004276,"MERRILL, VILLAGE OF","MERRILL, VILLAGE OF",SAGINAW,2017-12-31,2017,0.0,False,,2025.0,,,,,
MI0004276,MI0004276,"MERRILL, VILLAGE OF","MERRILL, VILLAGE OF",SAGINAW,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0004276,MI0004276,"MERRILL, VILLAGE OF","MERRILL, VILLAGE OF",SAGINAW,2023-12-31,2023,0.0,False,,2025.0,,,,,
MI0004280,MI0004280,MERRITT TOWNSHIP,MERRITT TOWNSHIP,BAY,2019-06-30,2019,1.0,False,,2025.0,,,,,
MI0004280,MI0004280,MERRITT TOWNSHIP,MERRITT TOWNSHIP,BAY,2019-12-31,2019,1.0,False,,2025.0,,,,,
MI0004280,MI0004280,MERRITT TOWNSHIP,MERRITT TOWNSHIP,BAY,2020-12-31,2020,0.0,False,,2025.0,,,,,
MI0004280,MI0004280,MERRITT TOWNSHIP,MERRITT TOWNSHIP,BAY,2021-12-31,2021,0.0,False,,2025.0,,,,,
MI0004280,MI0004280,MERRITT TOWNSHIP,MERRITT TOWNSHIP,BAY,2022-12-31,2022,0.0,False,,2025.0,,,,,
